DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode
0.550,2008-12-05 12:00,-3,2008-12-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.445,2008-12-06 12:00,-3,2008-12-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.437,2008-12-07 12:00,-3,2008-12-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.430,2008-12-08 12:00,-3,2008-12-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.440,2008-12-09 12:00,-3,2008-12-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.519,2008-12-10 12:00,-3,2008-12-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.502,2008-12-11 12:00,-3,2008-12-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.511,2008-12-12 12:00,-3,2008-12-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.484,2008-12-13 12:00,-3,2008-12-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.457,2008-12-14 12:00,-3,2008-12-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.450,2008-12-15 12:00,-3,2008-12-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.465,2008-12-16 12:00,-3,2008-12-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.477,2008-12-17 12:00,-3,2008-12-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.467,2008-12-18 12:00,-3,2008-12-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.488,2008-12-19 12:00,-3,2008-12-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.614,2008-12-20 12:00,-3,2008-12-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.638,2008-12-21 12:00,-3,2008-12-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.656,2008-12-22 12:00,-3,2008-12-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.756,2008-12-23 12:00,-3,2008-12-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.502,2008-12-24 12:00,-3,2008-12-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.830,2008-12-25 12:00,-3,2008-12-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.714,2008-12-26 12:00,-3,2008-12-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.547,2008-12-27 12:00,-3,2008-12-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.503,2008-12-28 12:00,-3,2008-12-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.499,2008-12-29 12:00,-3,2008-12-29 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.579,2008-12-30 12:00,-3,2008-12-30 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.558,2008-12-31 12:00,-3,2008-12-31 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
1.018,2009-01-01 12:00,-3,2009-01-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.867,2009-01-02 12:00,-3,2009-01-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.934,2009-01-03 12:00,-3,2009-01-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
1.010,2009-01-04 12:00,-3,2009-01-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.795,2009-01-05 12:00,-3,2009-01-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.627,2009-01-06 12:00,-3,2009-01-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.606,2009-01-07 12:00,-3,2009-01-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.582,2009-01-08 12:00,-3,2009-01-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-01-09 12:00,-3,2009-01-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.636,2009-01-10 12:00,-3,2009-01-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.640,2009-01-11 12:00,-3,2009-01-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.554,2009-01-12 12:00,-3,2009-01-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.521,2009-01-13 12:00,-3,2009-01-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.503,2009-01-14 12:00,-3,2009-01-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.511,2009-01-15 12:00,-3,2009-01-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.521,2009-01-16 12:00,-3,2009-01-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.572,2009-01-17 12:00,-3,2009-01-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.808,2009-01-18 12:00,-3,2009-01-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.683,2009-01-19 12:00,-3,2009-01-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.595,2009-01-20 12:00,-3,2009-01-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.558,2009-01-21 12:00,-3,2009-01-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.533,2009-01-22 12:00,-3,2009-01-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.511,2009-01-23 12:00,-3,2009-01-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.511,2009-01-24 12:00,-3,2009-01-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.522,2009-01-25 12:00,-3,2009-01-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.661,2009-01-26 12:00,-3,2009-01-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.717,2009-01-27 12:00,-3,2009-01-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.962,2009-01-28 12:00,-3,2009-01-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
1.001,2009-01-29 12:00,-3,2009-01-29 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.827,2009-01-30 12:00,-3,2009-01-30 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.721,2009-01-31 12:00,-3,2009-01-31 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.620,2009-02-01 12:00,-3,2009-02-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.576,2009-02-02 12:00,-3,2009-02-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.565,2009-02-03 12:00,-3,2009-02-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.610,2009-02-04 12:00,-3,2009-02-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.615,2009-02-05 12:00,-3,2009-02-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.562,2009-02-06 12:00,-3,2009-02-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.506,2009-02-07 12:00,-3,2009-02-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.548,2009-02-08 12:00,-3,2009-02-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.608,2009-02-09 12:00,-3,2009-02-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.641,2009-02-10 12:00,-3,2009-02-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.741,2009-02-11 12:00,-3,2009-02-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.634,2009-02-12 12:00,-3,2009-02-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.722,2009-02-13 12:00,-3,2009-02-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.651,2009-02-14 12:00,-3,2009-02-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.660,2009-02-15 12:00,-3,2009-02-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
1.205,2009-02-16 12:00,-3,2009-02-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.830,2009-02-17 12:00,-3,2009-02-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.628,2009-02-18 12:00,-3,2009-02-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.577,2009-02-19 12:00,-3,2009-02-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.558,2009-02-20 12:00,-3,2009-02-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.562,2009-02-21 12:00,-3,2009-02-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.579,2009-02-22 12:00,-3,2009-02-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.586,2009-02-23 12:00,-3,2009-02-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.580,2009-02-24 12:00,-3,2009-02-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.590,2009-02-25 12:00,-3,2009-02-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.703,2009-02-26 12:00,-3,2009-02-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.648,2009-02-27 12:00,-3,2009-02-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.600,2009-02-28 12:00,-3,2009-02-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.574,2009-03-01 12:00,-3,2009-03-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.560,2009-03-02 12:00,-3,2009-03-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.557,2009-03-03 12:00,-3,2009-03-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.554,2009-03-04 12:00,-3,2009-03-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.549,2009-03-05 12:00,-3,2009-03-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.547,2009-03-06 12:00,-3,2009-03-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.548,2009-03-07 12:00,-3,2009-03-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-03-08 12:00,-3,2009-03-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.603,2009-03-09 12:00,-3,2009-03-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.752,2009-03-10 12:00,-3,2009-03-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.939,2009-03-11 12:00,-3,2009-03-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.919,2009-03-12 12:00,-3,2009-03-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.963,2009-03-13 12:00,-3,2009-03-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
1.044,2009-03-14 12:00,-3,2009-03-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.770,2009-03-15 12:00,-3,2009-03-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.694,2009-03-16 12:00,-3,2009-03-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.653,2009-03-17 12:00,-3,2009-03-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.632,2009-03-18 12:00,-3,2009-03-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.623,2009-03-19 12:00,-3,2009-03-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.652,2009-03-20 12:00,-3,2009-03-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.624,2009-03-21 12:00,-3,2009-03-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.617,2009-03-22 12:00,-3,2009-03-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.613,2009-03-23 12:00,-3,2009-03-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.605,2009-03-24 12:00,-3,2009-03-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.589,2009-03-25 12:00,-3,2009-03-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.580,2009-03-26 12:00,-3,2009-03-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.575,2009-03-27 12:00,-3,2009-03-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.583,2009-03-28 12:00,-3,2009-03-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.601,2009-03-29 12:00,-3,2009-03-29 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.595,2009-03-30 12:00,-3,2009-03-30 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.761,2009-03-31 12:00,-3,2009-03-31 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.661,2009-04-01 12:00,-3,2009-04-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.600,2009-04-02 12:00,-3,2009-04-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.577,2009-04-03 12:00,-3,2009-04-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.575,2009-04-04 12:00,-3,2009-04-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.587,2009-04-05 12:00,-3,2009-04-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.580,2009-04-06 12:00,-3,2009-04-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.582,2009-04-07 12:00,-3,2009-04-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.584,2009-04-08 12:00,-3,2009-04-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.573,2009-04-09 12:00,-3,2009-04-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.564,2009-04-10 12:00,-3,2009-04-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-04-11 12:00,-3,2009-04-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.550,2009-04-12 12:00,-3,2009-04-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.576,2009-04-13 12:00,-3,2009-04-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.798,2009-04-14 12:00,-3,2009-04-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.744,2009-04-15 12:00,-3,2009-04-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.622,2009-04-16 12:00,-3,2009-04-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.587,2009-04-17 12:00,-3,2009-04-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.574,2009-04-18 12:00,-3,2009-04-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.563,2009-04-19 12:00,-3,2009-04-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.556,2009-04-20 12:00,-3,2009-04-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.560,2009-04-21 12:00,-3,2009-04-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.562,2009-04-22 12:00,-3,2009-04-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-04-23 12:00,-3,2009-04-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.556,2009-04-24 12:00,-3,2009-04-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-04-25 12:00,-3,2009-04-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.557,2009-04-26 12:00,-3,2009-04-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-04-27 12:00,-3,2009-04-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-04-28 12:00,-3,2009-04-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.553,2009-04-29 12:00,-3,2009-04-29 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.547,2009-04-30 12:00,-3,2009-04-30 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.543,2009-05-01 12:00,-3,2009-05-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.547,2009-05-02 12:00,-3,2009-05-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.555,2009-05-03 12:00,-3,2009-05-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.670,2009-05-04 12:00,-3,2009-05-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.607,2009-05-05 12:00,-3,2009-05-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.565,2009-05-06 12:00,-3,2009-05-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.557,2009-05-07 12:00,-3,2009-05-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.559,2009-05-08 12:00,-3,2009-05-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.557,2009-05-09 12:00,-3,2009-05-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.552,2009-05-10 12:00,-3,2009-05-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.561,2009-05-11 12:00,-3,2009-05-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.573,2009-05-12 12:00,-3,2009-05-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.571,2009-05-13 12:00,-3,2009-05-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.573,2009-05-14 12:00,-3,2009-05-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.598,2009-05-15 12:00,-3,2009-05-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.644,2009-05-16 12:00,-3,2009-05-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.608,2009-05-17 12:00,-3,2009-05-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.589,2009-05-18 12:00,-3,2009-05-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.591,2009-05-19 12:00,-3,2009-05-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.584,2009-05-20 12:00,-3,2009-05-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.580,2009-05-21 12:00,-3,2009-05-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.573,2009-05-22 12:00,-3,2009-05-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.570,2009-05-23 12:00,-3,2009-05-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.571,2009-05-24 12:00,-3,2009-05-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.568,2009-05-25 12:00,-3,2009-05-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.573,2009-05-26 12:00,-3,2009-05-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.577,2009-05-27 12:00,-3,2009-05-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.580,2009-05-28 12:00,-3,2009-05-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.581,2009-05-29 12:00,-3,2009-05-29 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.578,2009-05-30 12:00,-3,2009-05-30 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.572,2009-05-31 12:00,-3,2009-05-31 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.577,2009-06-01 12:00,-3,2009-06-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.577,2009-06-02 12:00,-3,2009-06-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.577,2009-06-03 12:00,-3,2009-06-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.581,2009-06-04 12:00,-3,2009-06-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.582,2009-06-05 12:00,-3,2009-06-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.581,2009-06-06 12:00,-3,2009-06-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.581,2009-06-07 12:00,-3,2009-06-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.583,2009-06-08 12:00,-3,2009-06-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.584,2009-06-09 12:00,-3,2009-06-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.585,2009-06-10 12:00,-3,2009-06-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.628,2009-06-11 12:00,-3,2009-06-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.628,2009-06-12 12:00,-3,2009-06-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.584,2009-06-13 12:00,-3,2009-06-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.563,2009-06-14 12:00,-3,2009-06-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.553,2009-06-15 12:00,-3,2009-06-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.553,2009-06-16 12:00,-3,2009-06-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.554,2009-06-17 12:00,-3,2009-06-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.552,2009-06-18 12:00,-3,2009-06-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.551,2009-06-19 12:00,-3,2009-06-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.554,2009-06-20 12:00,-3,2009-06-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.550,2009-06-21 12:00,-3,2009-06-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.548,2009-06-22 12:00,-3,2009-06-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.549,2009-06-23 12:00,-3,2009-06-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.548,2009-06-24 12:00,-3,2009-06-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.559,2009-06-25 12:00,-3,2009-06-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.588,2009-06-26 12:00,-3,2009-06-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.580,2009-06-27 12:00,-3,2009-06-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.627,2009-06-28 12:00,-3,2009-06-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.582,2009-06-29 12:00,-3,2009-06-29 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.556,2009-06-30 12:00,-3,2009-06-30 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.549,2009-07-01 12:00,-3,2009-07-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.546,2009-07-02 12:00,-3,2009-07-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.552,2009-07-03 12:00,-3,2009-07-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.548,2009-07-04 12:00,-3,2009-07-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.543,2009-07-05 12:00,-3,2009-07-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.541,2009-07-06 12:00,-3,2009-07-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.539,2009-07-07 12:00,-3,2009-07-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.587,2009-07-08 12:00,-3,2009-07-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.683,2009-07-09 12:00,-3,2009-07-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.630,2009-07-10 12:00,-3,2009-07-10 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.595,2009-07-11 12:00,-3,2009-07-11 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.706,2009-07-12 12:00,-3,2009-07-12 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.664,2009-07-13 12:00,-3,2009-07-13 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.634,2009-07-14 12:00,-3,2009-07-14 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.549,2009-07-15 12:00,-3,2009-07-15 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.544,2009-07-16 12:00,-3,2009-07-16 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.564,2009-07-17 12:00,-3,2009-07-17 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.557,2009-07-18 12:00,-3,2009-07-18 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.573,2009-07-19 12:00,-3,2009-07-19 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.564,2009-07-20 12:00,-3,2009-07-20 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.558,2009-07-21 12:00,-3,2009-07-21 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.531,2009-07-22 12:00,-3,2009-07-22 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.533,2009-07-23 12:00,-3,2009-07-23 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.529,2009-07-24 12:00,-3,2009-07-24 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.580,2009-07-25 12:00,-3,2009-07-25 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.549,2009-07-26 12:00,-3,2009-07-26 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.487,2009-07-27 12:00,-3,2009-07-27 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.459,2009-07-28 12:00,-3,2009-07-28 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.451,2009-07-29 12:00,-3,2009-07-29 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.448,2009-07-30 12:00,-3,2009-07-30 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.447,2009-07-31 12:00,-3,2009-07-31 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.442,2009-08-01 12:00,-3,2009-08-01 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.454,2009-08-02 12:00,-3,2009-08-02 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.480,2009-08-03 12:00,-3,2009-08-03 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.476,2009-08-04 12:00,-3,2009-08-04 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.462,2009-08-05 12:00,-3,2009-08-05 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.458,2009-08-06 12:00,-3,2009-08-06 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.446,2009-08-07 12:00,-3,2009-08-07 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.444,2009-08-08 12:00,-3,2009-08-08 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
0.446,2009-08-09 12:00,-3,2009-08-09 09:00,SG-SM,Q,QSM-DD-DRC,LHC,CC
