DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode
746.462,2010-12-03 12:00,-3,2010-12-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.456,2010-12-04 12:00,-3,2010-12-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.45,2010-12-05 12:00,-3,2010-12-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.444,2010-12-06 12:00,-3,2010-12-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.438,2010-12-07 12:00,-3,2010-12-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.431,2010-12-08 12:00,-3,2010-12-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.423,2010-12-09 12:00,-3,2010-12-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.416,2010-12-10 12:00,-3,2010-12-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.408,2010-12-11 12:00,-3,2010-12-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.401,2010-12-12 12:00,-3,2010-12-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.394,2010-12-13 12:00,-3,2010-12-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.387,2010-12-14 12:00,-3,2010-12-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.381,2010-12-15 12:00,-3,2010-12-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.375,2010-12-16 12:00,-3,2010-12-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.371,2010-12-17 12:00,-3,2010-12-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.367,2010-12-18 12:00,-3,2010-12-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.365,2010-12-19 12:00,-3,2010-12-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.365,2010-12-20 12:00,-3,2010-12-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.366,2010-12-21 12:00,-3,2010-12-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.369,2010-12-22 12:00,-3,2010-12-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.375,2010-12-23 12:00,-3,2010-12-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.383,2010-12-24 12:00,-3,2010-12-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.394,2010-12-25 12:00,-3,2010-12-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.408,2010-12-26 12:00,-3,2010-12-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.425,2010-12-27 12:00,-3,2010-12-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.445,2010-12-28 12:00,-3,2010-12-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.469,2010-12-29 12:00,-3,2010-12-29 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.496,2010-12-30 12:00,-3,2010-12-30 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.528,2010-12-31 12:00,-3,2010-12-31 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.564,2011-01-01 12:00,-3,2011-01-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.604,2011-01-02 12:00,-3,2011-01-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.649,2011-01-03 12:00,-3,2011-01-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.699,2011-01-04 12:00,-3,2011-01-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.754,2011-01-05 12:00,-3,2011-01-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.814,2011-01-06 12:00,-3,2011-01-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.88,2011-01-07 12:00,-3,2011-01-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
746.952,2011-01-08 12:00,-3,2011-01-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.029,2011-01-09 12:00,-3,2011-01-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.113,2011-01-10 12:00,-3,2011-01-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.203,2011-01-11 12:00,-3,2011-01-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.3,2011-01-12 12:00,-3,2011-01-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.403,2011-01-13 12:00,-3,2011-01-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.512,2011-01-14 12:00,-3,2011-01-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.626,2011-01-15 12:00,-3,2011-01-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.743,2011-01-16 12:00,-3,2011-01-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.862,2011-01-17 12:00,-3,2011-01-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
747.982,2011-01-18 12:00,-3,2011-01-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.102,2011-01-19 12:00,-3,2011-01-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.219,2011-01-20 12:00,-3,2011-01-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.334,2011-01-21 12:00,-3,2011-01-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.445,2011-01-22 12:00,-3,2011-01-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.55,2011-01-23 12:00,-3,2011-01-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.649,2011-01-24 12:00,-3,2011-01-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.74,2011-01-25 12:00,-3,2011-01-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.822,2011-01-26 12:00,-3,2011-01-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.893,2011-01-27 12:00,-3,2011-01-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.955,2011-01-28 12:00,-3,2011-01-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.008,2011-01-29 12:00,-3,2011-01-29 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.052,2011-01-30 12:00,-3,2011-01-30 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.088,2011-01-31 12:00,-3,2011-01-31 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.117,2011-02-01 12:00,-3,2011-02-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.139,2011-02-02 12:00,-3,2011-02-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.155,2011-02-03 12:00,-3,2011-02-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.165,2011-02-04 12:00,-3,2011-02-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.171,2011-02-05 12:00,-3,2011-02-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.173,2011-02-06 12:00,-3,2011-02-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.172,2011-02-07 12:00,-3,2011-02-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.167,2011-02-08 12:00,-3,2011-02-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.161,2011-02-09 12:00,-3,2011-02-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.153,2011-02-10 12:00,-3,2011-02-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.144,2011-02-11 12:00,-3,2011-02-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.134,2011-02-12 12:00,-3,2011-02-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.124,2011-02-13 12:00,-3,2011-02-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.113,2011-02-14 12:00,-3,2011-02-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.104,2011-02-15 12:00,-3,2011-02-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.095,2011-02-16 12:00,-3,2011-02-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.087,2011-02-17 12:00,-3,2011-02-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.081,2011-02-18 12:00,-3,2011-02-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.077,2011-02-19 12:00,-3,2011-02-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.076,2011-02-20 12:00,-3,2011-02-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.077,2011-02-21 12:00,-3,2011-02-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.081,2011-02-22 12:00,-3,2011-02-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.089,2011-02-23 12:00,-3,2011-02-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.101,2011-02-24 12:00,-3,2011-02-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.116,2011-02-25 12:00,-3,2011-02-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.134,2011-02-26 12:00,-3,2011-02-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.155,2011-02-27 12:00,-3,2011-02-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.178,2011-02-28 12:00,-3,2011-02-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.202,2011-03-01 12:00,-3,2011-03-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.228,2011-03-02 12:00,-3,2011-03-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.254,2011-03-03 12:00,-3,2011-03-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.281,2011-03-04 12:00,-3,2011-03-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.307,2011-03-05 12:00,-3,2011-03-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.333,2011-03-06 12:00,-3,2011-03-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.357,2011-03-07 12:00,-3,2011-03-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.38,2011-03-08 12:00,-3,2011-03-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.4,2011-03-09 12:00,-3,2011-03-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.418,2011-03-10 12:00,-3,2011-03-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.433,2011-03-11 12:00,-3,2011-03-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.445,2011-03-12 12:00,-3,2011-03-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.454,2011-03-13 12:00,-3,2011-03-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.46,2011-03-14 12:00,-3,2011-03-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.464,2011-03-15 12:00,-3,2011-03-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.466,2011-03-16 12:00,-3,2011-03-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.465,2011-03-17 12:00,-3,2011-03-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.463,2011-03-18 12:00,-3,2011-03-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.459,2011-03-19 12:00,-3,2011-03-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.454,2011-03-20 12:00,-3,2011-03-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.447,2011-03-21 12:00,-3,2011-03-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.44,2011-03-22 12:00,-3,2011-03-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.431,2011-03-23 12:00,-3,2011-03-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.422,2011-03-24 12:00,-3,2011-03-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.411,2011-03-25 12:00,-3,2011-03-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.401,2011-03-26 12:00,-3,2011-03-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.39,2011-03-27 12:00,-3,2011-03-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.378,2011-03-28 12:00,-3,2011-03-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.367,2011-03-29 12:00,-3,2011-03-29 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.355,2011-03-30 12:00,-3,2011-03-30 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.342,2011-03-31 12:00,-3,2011-03-31 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.33,2011-04-01 12:00,-3,2011-04-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.318,2011-04-02 12:00,-3,2011-04-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.306,2011-04-03 12:00,-3,2011-04-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.294,2011-04-04 12:00,-3,2011-04-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.282,2011-04-05 12:00,-3,2011-04-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.271,2011-04-06 12:00,-3,2011-04-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.26,2011-04-07 12:00,-3,2011-04-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.25,2011-04-08 12:00,-3,2011-04-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.24,2011-04-09 12:00,-3,2011-04-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.23,2011-04-10 12:00,-3,2011-04-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.22,2011-04-11 12:00,-3,2011-04-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.211,2011-04-12 12:00,-3,2011-04-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.202,2011-04-13 12:00,-3,2011-04-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.193,2011-04-14 12:00,-3,2011-04-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.185,2011-04-15 12:00,-3,2011-04-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.176,2011-04-16 12:00,-3,2011-04-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.168,2011-04-17 12:00,-3,2011-04-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.159,2011-04-18 12:00,-3,2011-04-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.151,2011-04-19 12:00,-3,2011-04-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.142,2011-04-20 12:00,-3,2011-04-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.134,2011-04-21 12:00,-3,2011-04-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.126,2011-04-22 12:00,-3,2011-04-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.117,2011-04-23 12:00,-3,2011-04-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.109,2011-04-24 12:00,-3,2011-04-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.101,2011-04-25 12:00,-3,2011-04-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.093,2011-04-26 12:00,-3,2011-04-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.086,2011-04-27 12:00,-3,2011-04-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.078,2011-04-28 12:00,-3,2011-04-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.071,2011-04-29 12:00,-3,2011-04-29 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.064,2011-04-30 12:00,-3,2011-04-30 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.058,2011-05-01 12:00,-3,2011-05-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.052,2011-05-02 12:00,-3,2011-05-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.046,2011-05-03 12:00,-3,2011-05-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.041,2011-05-04 12:00,-3,2011-05-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.036,2011-05-05 12:00,-3,2011-05-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.031,2011-05-06 12:00,-3,2011-05-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.027,2011-05-07 12:00,-3,2011-05-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.023,2011-05-08 12:00,-3,2011-05-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.019,2011-05-09 12:00,-3,2011-05-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.016,2011-05-10 12:00,-3,2011-05-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.012,2011-05-11 12:00,-3,2011-05-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.008,2011-05-12 12:00,-3,2011-05-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749.004,2011-05-13 12:00,-3,2011-05-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
749,2011-05-14 12:00,-3,2011-05-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.996,2011-05-15 12:00,-3,2011-05-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.991,2011-05-16 12:00,-3,2011-05-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.986,2011-05-17 12:00,-3,2011-05-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.981,2011-05-18 12:00,-3,2011-05-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.974,2011-05-19 12:00,-3,2011-05-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.968,2011-05-20 12:00,-3,2011-05-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.96,2011-05-21 12:00,-3,2011-05-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.953,2011-05-22 12:00,-3,2011-05-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.945,2011-05-23 12:00,-3,2011-05-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.936,2011-05-24 12:00,-3,2011-05-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.927,2011-05-25 12:00,-3,2011-05-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.918,2011-05-26 12:00,-3,2011-05-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.909,2011-05-27 12:00,-3,2011-05-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.9,2011-05-28 12:00,-3,2011-05-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.89,2011-05-29 12:00,-3,2011-05-29 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.88,2011-05-30 12:00,-3,2011-05-30 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.871,2011-05-31 12:00,-3,2011-05-31 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.861,2011-06-01 12:00,-3,2011-06-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.851,2011-06-02 12:00,-3,2011-06-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.842,2011-06-03 12:00,-3,2011-06-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.832,2011-06-04 12:00,-3,2011-06-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.823,2011-06-05 12:00,-3,2011-06-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.813,2011-06-06 12:00,-3,2011-06-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.804,2011-06-07 12:00,-3,2011-06-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.794,2011-06-08 12:00,-3,2011-06-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.785,2011-06-09 12:00,-3,2011-06-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.776,2011-06-10 12:00,-3,2011-06-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.766,2011-06-11 12:00,-3,2011-06-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.757,2011-06-12 12:00,-3,2011-06-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.748,2011-06-13 12:00,-3,2011-06-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.739,2011-06-14 12:00,-3,2011-06-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.73,2011-06-15 12:00,-3,2011-06-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.721,2011-06-16 12:00,-3,2011-06-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.712,2011-06-17 12:00,-3,2011-06-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.703,2011-06-18 12:00,-3,2011-06-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.694,2011-06-19 12:00,-3,2011-06-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.685,2011-06-20 12:00,-3,2011-06-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.676,2011-06-21 12:00,-3,2011-06-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.667,2011-06-22 12:00,-3,2011-06-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.658,2011-06-23 12:00,-3,2011-06-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.649,2011-06-24 12:00,-3,2011-06-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.64,2011-06-25 12:00,-3,2011-06-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.63,2011-06-26 12:00,-3,2011-06-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.621,2011-06-27 12:00,-3,2011-06-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.611,2011-06-28 12:00,-3,2011-06-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.601,2011-06-29 12:00,-3,2011-06-29 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.591,2011-06-30 12:00,-3,2011-06-30 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.581,2011-07-01 12:00,-3,2011-07-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.57,2011-07-02 12:00,-3,2011-07-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.559,2011-07-03 12:00,-3,2011-07-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.549,2011-07-04 12:00,-3,2011-07-04 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.538,2011-07-05 12:00,-3,2011-07-05 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.527,2011-07-06 12:00,-3,2011-07-06 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.516,2011-07-07 12:00,-3,2011-07-07 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.505,2011-07-08 12:00,-3,2011-07-08 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.494,2011-07-09 12:00,-3,2011-07-09 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.483,2011-07-10 12:00,-3,2011-07-10 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.473,2011-07-11 12:00,-3,2011-07-11 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.462,2011-07-12 12:00,-3,2011-07-12 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.451,2011-07-13 12:00,-3,2011-07-13 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.441,2011-07-14 12:00,-3,2011-07-14 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.43,2011-07-15 12:00,-3,2011-07-15 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.42,2011-07-16 12:00,-3,2011-07-16 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.41,2011-07-17 12:00,-3,2011-07-17 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.4,2011-07-18 12:00,-3,2011-07-18 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.39,2011-07-19 12:00,-3,2011-07-19 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.38,2011-07-20 12:00,-3,2011-07-20 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.37,2011-07-21 12:00,-3,2011-07-21 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.36,2011-07-22 12:00,-3,2011-07-22 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.35,2011-07-23 12:00,-3,2011-07-23 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.34,2011-07-24 12:00,-3,2011-07-24 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.331,2011-07-25 12:00,-3,2011-07-25 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.321,2011-07-26 12:00,-3,2011-07-26 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.311,2011-07-27 12:00,-3,2011-07-27 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.301,2011-07-28 12:00,-3,2011-07-28 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.291,2011-07-29 12:00,-3,2011-07-29 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.281,2011-07-30 12:00,-3,2011-07-30 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.272,2011-07-31 12:00,-3,2011-07-31 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.262,2011-08-01 12:00,-3,2011-08-01 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.252,2011-08-02 12:00,-3,2011-08-02 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
748.242,2011-08-03 12:00,-3,2011-08-03 09:00,W5,GWL,GWL-DD-MN-AUT,LHC,CC
